name,country,codeforces_id,competitions,Codeforces_rating_2025,Codeforces_rating_2024,Codeforces_rating_2023,Codeforces_rating_2022,search_confidence_percent
Матфей,,Матфей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
marmelad,Russia,marmelad,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Вэй Усянь Романовский,,Вэй Усянь Романовский,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Fikus,,Fikus,['OOI 2023 Qualification'],0.0,0,0,0,100.0
romakolesn,,romakolesn,['OOI 2023 Qualification'],1716.0,1716,1740,1362,100.0
LiDa,,LiDa,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Карим Салахов,,Карим Салахов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Зайцев Михаил,,Зайцев Михаил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Hidgik,Russia,Hidgik,['OOI 2023 Qualification'],1920.0,1934,1673,0,100.0
AvRu,Russia,AvRu,['OOI 2023 Qualification'],1230.0,1261,1218,0,100.0
Иванов Семён🐝,,Иванов Семён🐝,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Орешина Анна,,Орешина Анна,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Салангин Григорий,,Салангин Григорий,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
serega,Russia,serega,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Михаил Жемчужников,,Михаил Жемчужников,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
kitbuilder,Russia,kitbuilder,['OOI 2023 Qualification'],1743.0,1743,1777,1341,100.0
vnb,,vnb,['OOI 2023 Qualification'],0.0,0,382,382,100.0
tyoming,Russia,tyoming,['OOI 2023 Qualification'],0.0,0,1675,1675,100.0
Болотин Тимофей,,Болотин Тимофей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Mikhail2006,,Mikhail2006,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Коробейников Егор,,Коробейников Егор,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
bronevik,,bronevik,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Байко Игнат,,Байко Игнат,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
timk,,timk,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Данилов Андрей,,Данилов Андрей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
georgeboiko,Russia,georgeboiko,['OOI 2023 Qualification'],1356.0,1379,1379,902,100.0
PROG666,,PROG666,['OOI 2023 Qualification'],1700.0,1838,1621,647,100.0
Велислав Гърков,,Велислав Гърков,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Echways,,Echways,['OOI 2023 Qualification'],0.0,0,0,0,100.0
i-s-d,,i-s-d,['OOI 2023 Qualification'],0.0,0,0,0,100.0
MikleDevil,Netherlands Antilles,MikleDevil,['OOI 2023 Qualification'],1344.0,1388,1490,1607,100.0
andreyakritov,,andreyakritov,['OOI 2023 Qualification'],0.0,0,0,0,100.0
cot-in,United Kingdom,cot-in,['OOI 2023 Qualification'],1996.0,1942,1775,1316,100.0
vlad2509,,vlad2509,['OOI 2023 Qualification'],0.0,0,1483,1483,100.0
Морозовский Артемий,,Морозовский Артемий,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Sakurama,Belarus,Sakurama,['OOI 2023 Qualification'],1885.0,1885,1316,433,100.0
Захарченко Владислав,,Захарченко Владислав,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
vel1c,,vel1c,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Шабашов Павел,,Шабашов Павел,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Sgsaram,Russia,Sgsaram,['OOI 2023 Qualification'],1693.0,1693,1575,1154,100.0
robertvlasov,,robertvlasov,['OOI 2023 Qualification'],1594.0,1594,1537,1318,100.0
Бията Матвей,,Бията Матвей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
maximxls,,maximxls,['OOI 2023 Qualification'],1420.0,1438,1499,0,100.0
voidptr,,voidptr,['OOI 2023 Qualification'],0.0,0,489,489,100.0
Киселев Марк,,Киселев Марк,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Андреев Степан,,Андреев Степан,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Иван Гришечкин,,Иван Гришечкин,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
GANGSTER,Tajikistan,GANGSTER,['OOI 2023 Qualification'],1675.0,1675,1708,1485,100.0
lestih,,lestih,['OOI 2023 Qualification'],844.0,502,0,0,100.0
Zelkey,,Zelkey,['OOI 2023 Qualification'],0.0,0,615,615,100.0
Косенков Иван,,Косенков Иван,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
imcelery,Russia,imcelery,['OOI 2023 Qualification'],1434.0,1611,1030,0,100.0
involution,,involution,['OOI 2023 Qualification'],1906.0,1906,1906,1917,100.0
pvm,Bulgaria,pvm,['OOI 2023 Qualification'],1755.0,1755,0,0,100.0
Fly,Russia,Fly,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Романова Анна,,Романова Анна,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Марианна Стёпкина,,Марианна Стёпкина,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Андрей Подлужный,,Андрей Подлужный,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
hokage,India,hokage,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Cago,,Cago,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Иво Иванов,,Иво Иванов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Azikshmazik,,Azikshmazik,['OOI 2023 Qualification'],652.0,652,652,0,100.0
mannobody,,mannobody,['OOI 2023 Qualification'],0.0,0,1355,1355,100.0
731000137,,731000137,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Михаил Логинов,,Михаил Логинов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Got_Gogard,,Got_Gogard,['OOI 2023 Qualification'],1074.0,1074,952,0,100.0
anastrasd,,anastrasd,['OOI 2023 Qualification'],1478.0,1478,1495,381,100.0
sashka,,sashka,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Игорь Головаченко,,Игорь Головаченко,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Barrrakydach,Russia,Barrrakydach,['OOI 2023 Qualification'],1502.0,1645,1464,489,100.0
Nikita007,,Nikita007,['OOI 2023 Qualification'],0.0,0,0,0,100.0
NValchanov,Bulgaria,NValchanov,['OOI 2023 Qualification'],1223.0,1223,1025,745,100.0
kuewa,,kuewa,['OOI 2023 Qualification'],1758.0,1616,1403,0,100.0
Вакарюк Виктор,,Вакарюк Виктор,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
dmgal,Russia,dmgal,['OOI 2023 Qualification'],1761.0,1692,1367,0,100.0
M-uwu,Tajikistan,M-uwu,['OOI 2023 Qualification'],1604.0,1604,1604,1438,100.0
Носков Григорий,,Носков Григорий,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Tya,,Tya,['OOI 2023 Qualification'],0.0,0,724,724,100.0
bobr_efim,,bobr_efim,['OOI 2023 Qualification'],2005.0,2005,1075,0,100.0
Руслан Заневский,,Руслан Заневский,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Акбалин Флюр,,Акбалин Флюр,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Анастасия Шабунина,,Анастасия Шабунина,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Дмитрий Качаев,,Дмитрий Качаев,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Марк Марега,,Марк Марега,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Егор Ясинский,,Егор Ясинский,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Роман Лисов,,Роман Лисов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Mahmoud Badawy,Egypt,Mahmoud Badawy,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Андрей Кирпаль,,Андрей Кирпаль,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
oraoramen,,oraoramen,['OOI 2023 Qualification'],0.0,0,0,0,100.0
svnik,,svnik,['OOI 2023 Qualification'],0.0,0,0,0,100.0
tulizh,Russia,tulizh,['OOI 2023 Qualification'],1950.0,1950,1857,1566,100.0
Дмитрий,,Дмитрий,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Иваницкий Леонид,,Иваницкий Леонид,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
lipuchka,Russia,lipuchka,['OOI 2023 Qualification'],1299.0,1299,1299,1152,100.0
Mika,,Mika,['OOI 2023 Qualification'],0.0,0,0,0,100.0
alexvim,,alexvim,['OOI 2023 Qualification'],1487.0,1487,1324,1127,100.0
Foxxy,Belarus,Foxxy,['OOI 2023 Qualification'],0.0,0,0,0,100.0
ого,,ого,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
kostyaka,,kostyaka,['OOI 2023 Qualification'],0.0,0,0,0,100.0
kailev,Nepal,kailev,['OOI 2023 Qualification'],1574.0,1574,1382,932,100.0
aboba,,aboba,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Лепеев Вадим,,Лепеев Вадим,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Алаев Александр,,Алаев Александр,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Кирилл Дергунов,,Кирилл Дергунов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
cipylbert,Russia,cipylbert,['OOI 2023 Qualification'],964.0,964,1269,0,100.0
Малышев Никита Максимович,,Малышев Никита Максимович,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
InotU,,InotU,['OOI 2023 Qualification'],1132.0,1132,1075,937,100.0
yoop,,yoop,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Таранов Лев,,Таранов Лев,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Запольский Михаил,,Запольский Михаил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Samat,,Samat,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Малосольный Огурчик,,Малосольный Огурчик,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
DHF,,DHF,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Bane3482,Russia,Bane3482,['OOI 2023 Qualification'],1475.0,1475,1394,1160,100.0
Труханов Михаил,,Труханов Михаил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Гузенко Семён,,Гузенко Семён,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
_Ivan_,,_Ivan_,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Артём кузьмичёв,,Артём кузьмичёв,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Makarchik_228,Russia,Makarchik_228,['OOI 2023 Qualification'],1197.0,1323,1178,926,100.0
Leolazz,,Leolazz,['OOI 2023 Qualification'],1612.0,1612,1612,0,100.0
Илья Дятел,,Илья Дятел,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Владимир Деревянко,,Владимир Деревянко,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Артемий Попыванов,,Артемий Попыванов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
bthw,,bthw,['OOI 2023 Qualification'],1486.0,1486,1492,785,100.0
dan_dolmatov,Russia,dan_dolmatov,['OOI 2023 Qualification'],1908.0,1903,1844,1653,100.0
blacknight,,blacknight,['OOI 2023 Qualification'],0.0,0,0,0,100.0
glebhleb,,glebhleb,['OOI 2023 Qualification'],0.0,0,0,0,100.0
segorkan,,segorkan,['OOI 2023 Qualification'],1260.0,1295,1330,874,100.0
Ekaterina,,Ekaterina,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Георгий Светличный,,Георгий Светличный,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Олеся Орлова,,Олеся Орлова,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Арсений Щелкунов,,Арсений Щелкунов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Гриненко Артемий,,Гриненко Артемий,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
RayStelle,Russia,RayStelle,['OOI 2023 Qualification'],1744.0,1744,1626,755,100.0
Друг Суровцева,,Друг Суровцева,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
oblantis,China,oblantis,['OOI 2023 Qualification'],1484.0,1484,1396,1197,100.0
MuhammadM,,MuhammadM,['OOI 2023 Qualification'],1265.0,1265,1265,0,100.0
Коринец Михаил,,Коринец Михаил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
ДОРАЛУЧШАЯ,,ДОРАЛУЧШАЯ,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
марджанджа,,марджанджа,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
WhoIsIt,,WhoIsIt,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Екатерина Золотарева,,Екатерина Золотарева,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Raretet,Russia,Raretet,['OOI 2023 Qualification'],1763.0,1925,1739,1643,100.0
Снежана Титаренко,,Снежана Титаренко,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
fekys,China,fekys,['OOI 2023 Qualification'],1518.0,1518,1408,1066,100.0
AV1ct0r,,AV1ct0r,['OOI 2023 Qualification'],0.0,0,0,0,100.0
SnaPP,"Bonaire, Saint Eustatius and Saba ",SnaPP,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Pirogoff,Russia,Pirogoff,['OOI 2023 Qualification'],1551.0,1551,1551,1308,100.0
kmlmst,,kmlmst,['OOI 2023 Qualification'],0.0,0,1203,1203,100.0
danchik,,danchik,['OOI 2023 Qualification'],0.0,0,0,0,100.0
miheevsd,Russia,miheevsd,['OOI 2023 Qualification'],1617.0,1675,1646,1346,100.0
artemartem,Russia,artemartem,['OOI 2023 Qualification'],1444.0,1444,1322,1040,100.0
Глеб Нечаев,,Глеб Нечаев,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Vitaly,Russia,Vitaly,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Lyrically,China,Lyrically,['OOI 2023 Qualification'],2237.0,2237,2237,1743,100.0
altqi,Slovakia,altqi,['OOI 2023 Qualification'],1733.0,1755,1362,0,100.0
AfeelU,,AfeelU,['OOI 2023 Qualification'],0.0,0,1381,1381,100.0
Mishell,,Mishell,['OOI 2023 Qualification'],0.0,0,0,0,100.0
igor_chebykin,,igor_chebykin,['OOI 2023 Qualification'],1074.0,979,979,673,100.0
ArinaOm,,ArinaOm,['OOI 2023 Qualification'],1357.0,1357,929,708,100.0
Sviatoslav,,Sviatoslav,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Скворцов Михаил,,Скворцов Михаил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
starchan,India,starchan,['OOI 2023 Qualification'],0.0,0,1794,1794,100.0
JonyJon,,JonyJon,['OOI 2023 Qualification'],0.0,0,421,421,100.0
Александр Воронин,,Александр Воронин,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Павел Филиппов,,Павел Филиппов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
PoptsovGrigorij,,PoptsovGrigorij,['OOI 2023 Qualification'],1219.0,1219,943,908,100.0
GoldSky,,GoldSky,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Марк Пентус,,Марк Пентус,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Тимур Хурматуллин,,Тимур Хурматуллин,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Даниил Суханов,,Даниил Суханов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Твёрдый знак Ъ,,Твёрдый знак Ъ,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
anechka,,anechka,['OOI 2023 Qualification'],0.0,0,0,0,100.0
fernandezpalomojosue,Cuba,fernandezpalomojosue,['OOI 2023 Qualification'],1567.0,1669,1569,0,100.0
BorisAngelov,,BorisAngelov,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Каргин Марк,,Каргин Марк,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
kras,,kras,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Рипенко Макар,,Рипенко Макар,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Михаил,,Михаил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Александр Бурлаков,,Александр Бурлаков,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
MasterTaster,Serbia,MasterTaster,['OOI 2023 Qualification'],1710.0,1699,1628,0,100.0
Смирнов Константин Алексеевич,,Смирнов Константин Алексеевич,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Илья Спесивцев,,Илья Спесивцев,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
frexto,Russia,frexto,['OOI 2023 Qualification'],1627.0,1751,1833,925,100.0
GG.SMURF,,GG.SMURF,['OOI 2023 Qualification'],1445.0,1224,1277,0,100.0
Сергей,,Сергей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
mabel,,mabel,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Spawnpoint,Belarus,Spawnpoint,['OOI 2023 Qualification'],1555.0,1419,1385,1418,100.0
Ilushka,,Ilushka,['OOI 2023 Qualification'],0.0,0,0,0,100.0
shumast,,shumast,['OOI 2023 Qualification'],1979.0,1979,1979,2070,100.0
kappa,Russia,kappa,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Сорока Константин,,Сорока Константин,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Ильичев Яромир,,Ильичев Яромир,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Vovabox2008,Belarus,Vovabox2008,['OOI 2023 Qualification'],870.0,870,932,985,100.0
azim,Egypt,azim,['OOI 2023 Qualification'],1603.0,1603,1603,1584,100.0
Katvlg,Russia,Katvlg,['OOI 2023 Qualification'],0.0,0,0,0,100.0
pavel_1,,pavel_1,['OOI 2023 Qualification'],1456.0,1246,1137,0,100.0
ruolahti,,ruolahti,['OOI 2023 Qualification'],835.0,835,835,0,100.0
Румянцев Артём,,Румянцев Артём,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
maksonchik20,Russia,maksonchik20,['OOI 2023 Qualification'],1700.0,1732,1412,0,100.0
SOUR,,SOUR,['OOI 2023 Qualification'],0.0,0,0,0,100.0
K1o0n,Russia,K1o0n,['OOI 2023 Qualification'],1488.0,1607,1456,1274,100.0
Ilya_Is2022,China,Ilya_Is2022,['OOI 2023 Qualification'],1165.0,1165,1120,982,100.0
IvanEgoroff,Antarctica,IvanEgoroff,['OOI 2023 Qualification'],1044.0,1048,1006,361,100.0
Кравцов Николай,,Кравцов Николай,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
brobot,,brobot,['OOI 2023 Qualification'],1256.0,1355,1046,977,100.0
Саша,,Саша,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Takumi,India,Takumi,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Smurf,India,Smurf,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Степан Бандера,,Степан Бандера,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
denmonik,,denmonik,['OOI 2023 Qualification'],1653.0,1477,1585,1336,100.0
Александр Олегович Назаров,,Александр Олегович Назаров,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
kolychestiy,Russia,kolychestiy,['OOI 2023 Qualification'],2200.0,2275,2164,2013,100.0
Joshua,Netherlands,Joshua,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Alenki,,Alenki,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Мостовщиков Захар,,Мостовщиков Захар,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Ситников Егор,,Ситников Егор,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Гончаров Владислав,,Гончаров Владислав,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Иван,,Иван,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Яковлев Даниил,,Яковлев Даниил,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Дмитрий Воловиков,,Дмитрий Воловиков,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Маслова Анастасия,,Маслова Анастасия,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Артем Мавлитов,,Артем Мавлитов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Большой Перемен,,Большой Перемен,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Игорь Петрухин,,Игорь Петрухин,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Палкин Фёдор,,Палкин Фёдор,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Илья М,,Илья М,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Neniy,,Neniy,['OOI 2023 Qualification'],0.0,0,0,0,100.0
3au4uwkos,,3au4uwkos,['OOI 2023 Qualification'],789.0,789,0,0,100.0
Поросный Иван,,Поросный Иван,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
heowk,Russia,heowk,['OOI 2023 Qualification'],1390.0,1390,1242,0,100.0
Пискунов Елисей,,Пискунов Елисей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
IvanKL2008,Finland,IvanKL2008,['OOI 2023 Qualification'],1447.0,1447,1130,449,100.0
ДлугачМ,,ДлугачМ,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Харовский Николай,,Харовский Николай,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
MrDanatello,Russia,MrDanatello,['OOI 2023 Qualification'],1419.0,1363,973,382,100.0
Егор Ячменниокв,,Егор Ячменниокв,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Yourun,Russia,Yourun,['OOI 2023 Qualification'],1211.0,1211,1031,840,100.0
Николаев Николай,,Николаев Николай,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Михаил Соколенко,,Михаил Соколенко,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Лебедев Лев,,Лебедев Лев,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Лисицын Владимир,,Лисицын Владимир,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Тамара Яковлева,,Тамара Яковлева,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Dmitry1205,,Dmitry1205,['OOI 2023 Qualification'],1118.0,1213,1264,1011,100.0
Бобров Фёдор,,Бобров Фёдор,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
lizzochhhhka,,lizzochhhhka,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Иван Милицков,,Иван Милицков,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Доминика,,Доминика,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
art.bashkirev,United States,art.bashkirev,['OOI 2023 Qualification'],805.0,805,805,0,100.0
wenerd,,wenerd,['OOI 2023 Qualification'],1014.0,1014,1014,0,100.0
Mifort,Russia,Mifort,['OOI 2023 Qualification'],2162.0,2174,1917,0,100.0
Иван Прохоревич,,Иван Прохоревич,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
igora,Niger,igora,['OOI 2023 Qualification'],2007.0,1892,1760,0,100.0
Григорий Буробин,,Григорий Буробин,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Мищенко Степан Павлович,,Мищенко Степан Павлович,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Ilya,,Ilya,['OOI 2023 Qualification'],0.0,0,0,0,100.0
jenyae,,jenyae,['OOI 2023 Qualification'],1128.0,1128,1156,1084,100.0
ArtBel,,ArtBel,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Шумакова Ольга,,Шумакова Ольга,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Arn,,Arn,['OOI 2023 Qualification'],0.0,0,0,0,100.0
literally me,India,literally me,['OOI 2023 Qualification'],1069.0,1069,0,0,100.0
Неговора Федор,,Неговора Федор,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Докучаев Максим,,Докучаев Максим,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Андрей Филатов,,Андрей Филатов,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Кириллов Артемий,,Кириллов Артемий,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
gcc,India,gcc,['OOI 2023 Qualification'],0.0,0,1131,1131,100.0
Витюк Алексей,,Витюк Алексей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Рекруткин Никита,,Рекруткин Никита,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
jam,,jam,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Мамаев Иван,,Мамаев Иван,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
avanyushkin,,avanyushkin,['OOI 2023 Qualification'],1424.0,1424,1463,1455,100.0
Про̨͜͠с̷̢т̢о̛́ ̢͟͝Т͡о̛̛ха,,Про̨͜͠с̷̢т̢о̛́ ̢͟͝Т͡о̛̛ха,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
R1senDev,,R1senDev,['OOI 2023 Qualification'],0.0,0,0,0,100.0
Роман И,,Роман И,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Камендов Андрей,,Камендов Андрей,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
AlexTurtle🐠,Russia,AlexTurtle🐠,['OOI 2023 Qualification'],1487.0,1487,1494,0,100.0
norman165,Russia,norman165,['OOI 2023 Qualification'],1642.0,1354,829,0,100.0
nikito3301,,nikito3301,['OOI 2023 Qualification'],0.0,0,721,721,100.0
Еахар,,Еахар,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
s140,,s140,['OOI 2023 Qualification'],1028.0,781,0,0,100.0
Яков Букреев,,Яков Букреев,['OOI 2023 Qualification'],-1000.0,-1000,-1000,-1000,100.0
Drlobster,,Drlobster,['OOI 2023 Qualification'],884.0,884,673,0,100.0
Ash,Russia,Ash,['OOI 2023 Qualification'],1453.0,1495,0,0,100.0
